<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CHFPLN,D,20200727,000000,4.1089,4.10895,4.05522,4.06095,0,0
CHFUSD,D,20200727,000000,1.08506,1.09091,1.0834,1.08639,0,0
EURAUD,D,20200727,000000,1.64099,1.64981,1.63911,1.64709,0,0
EURCAD,D,20200727,000000,1.56278,1.57743,1.56237,1.57157,0,0
EURCHF,D,20200727,000000,1.0732,1.0838,1.07281,1.08159,0,0
EURGBP,D,20200727,000000,0.9103,0.91482,0.91007,0.9128,0,0
EURJPY,D,20200727,000000,123.489,123.879,123.224,123.723,0,0
EURPLN,D,20200727,000000,4.40857,4.40913,4.38978,4.3923,0,0
EURUSD,D,20200727,000000,1.16448,1.17815,1.16424,1.17503,0,0
GBPAUD,D,20200727,000000,1.80269,1.80695,1.79503,1.80444,0,0
GBPCAD,D,20200727,000000,1.71678,1.72641,1.7156,1.7217,0,0
GBPCHF,D,20200727,000000,1.17895,1.18776,1.17546,1.18492,0,0
GBPEUR,D,20200727,000000,1.09854,1.09881,1.09311,1.09553,0,0
GBPJPY,D,20200727,000000,135.657,135.831,135.153,135.542,0,0
GBPPLN,D,20200727,000000,4.84227,4.84309,4.80534,4.81189,0,0
GBPUSD,D,20200727,000000,1.27923,1.29017,1.27855,1.28728,0,0
JPYAUD,D,20200727,000000,1.32841,1.33313,1.32584,1.33126,0,0
JPYCAD,D,20200727,000000,1.26501,1.27459,1.26375,1.27026,0,0
JPYCHF,D,20200727,000000,0.86907,0.87623,0.86744,0.87421,0,0
JPYEUR,D,20200727,000000,0.80979,0.81153,0.80724,0.80826,0,0
JPYGBP,D,20200727,000000,0.73715,0.7399,0.73621,0.73778,0,0
JPYPLN,D,20200727,000000,3.56899,3.57322,3.54502,3.55011,0,0
JPYUSD,D,20200727,000000,0.94299,0.95131,0.94288,0.94973,0,0
NZDUSD,D,20200727,000000,0.66408,0.66931,0.66357,0.66804,0,0
USDAUD,D,20200727,000000,1.4092,1.41097,1.39858,1.40174,0,0
USDCAD,D,20200727,000000,1.34204,1.34307,1.33665,1.33747,0,0
USDCHF,D,20200727,000000,0.92161,0.92302,0.91667,0.92048,0,0
USDEUR,D,20200727,000000,0.85875,0.85893,0.84879,0.85104,0,0
USDGBP,D,20200727,000000,0.7817,0.78214,0.77509,0.77683,0,0
USDJPY,D,20200727,000000,106.046,106.058,105.118,105.293,0,0
USDPLN,D,20200727,000000,3.7852,3.78675,3.72719,3.73802,0,0
XAGAUD,D,20200727,000000,32.0382,34.4442,32.0227,34.0468,0,0
XAGCAD,D,20200727,000000,30.5089,32.9015,30.498,32.4869,0,0
XAGCHF,D,20200727,000000,20.9485,22.6438,20.942,22.3585,0,0
XAGEUR,D,20200727,000000,19.5245,20.9797,19.5163,20.6718,0,0
XAGGBP,D,20200727,000000,17.7759,19.1088,17.7683,18.8692,0,0
XAGJPY,D,20200727,000000,24.1176,25.8969,24.1024,25.5749,0,0
XAGPLN,D,20200727,000000,86.0754,92.341,86.0444,90.7965,0,0
XAGUSD,D,20200727,000000,22.74,24.6,22.73,24.29,0,0
XAUAUD,D,20200727,000000,2679.44,2727.34,2676,2712.59,0,0
XAUCAD,D,20200727,000000,2551.54,2604.56,2549.34,2588.31,0,0
XAUCHF,D,20200727,000000,1751.98,1791.46,1750.94,1781.31,0,0
XAUEUR,D,20200727,000000,1632.89,1660.33,1631.35,1646.94,0,0
XAUGBP,D,20200727,000000,1486.64,1514.77,1485.33,1503.35,0,0
XAUJPY,D,20200727,000000,2017.02,2050.71,2014.86,2037.61,0,0
XAUPLN,D,20200727,000000,7198.73,7312.24,7192.09,7233.82,0,0
XAUUSD,D,20200727,000000,1901.81,1945.67,1900.18,1935.2,0,0
ARSAUD,D,20200727,000000,0.01946,0.01952,0.0194,0.01945,0,0
ARSBGN,D,20200727,000000,0.02326,0.02326,0.02326,0.02326,0,0
ARSBRL,D,20200727,000000,0.07219,0.07239,0.07151,0.07178,0,0
ARSBTC,D,20200727,000000,1.34186,1.35107,1.29042,1.29244,0,0
ARSCAD,D,20200727,000000,0.01861,0.01869,0.01854,0.01856,0,0
ARSCHF,D,20200727,000000,0.0128,0.01283,0.01275,0.01277,0,0
ARSCLP,D,20200727,000000,10.6808,10.7137,10.6116,10.6442,0,0
ARSCNY,D,20200727,000000,0.0974,0.0974,0.0974,0.0974,0,0
ARSCZK,D,20200727,000000,0.30998,0.31084,0.3085,0.30942,0,0
ARSDKK,D,20200727,000000,0.08801,0.08831,0.08764,0.08789,0,0
ARSEGP,D,20200727,000000,0.22236,0.22236,0.22236,0.22236,0,0
ARSEUR,D,20200727,000000,0.01183,0.01187,0.01178,0.01181,0,0
ARSGBP,D,20200727,000000,0.0108,0.01084,0.01075,0.01077,0,0
ARSHKD,D,20200727,000000,0.10776,0.10806,0.10752,0.10754,0,0
ARSHRK,D,20200727,000000,0.0894,0.0894,0.0894,0.0894,0,0
ARSHUF,D,20200727,000000,4.08593,4.09836,4.06305,4.08543,0,0
ARSIDR,D,20200727,000000,2.01978,2.01978,2.01978,2.01978,0,0
ARSILS,D,20200727,000000,0.04747,0.04763,0.04732,0.04739,0,0
ARSINR,D,20200727,000000,1.04095,1.04095,1.04095,1.04095,0,0
ARSISK,D,20200727,000000,1.8715,1.87877,1.86382,1.86925,0,0
ARSJPY,D,20200727,000000,1.46314,1.46758,1.45833,1.46081,0,0
ARSKRW,D,20200727,000000,16.6601,16.6601,16.6601,16.6601,0,0
ARSMXN,D,20200727,000000,0.30682,0.30772,0.30484,0.30515,0,0
ARSMYR,D,20200727,000000,0.05915,0.05915,0.05915,0.05915,0,0
ARSNAD,D,20200727,000000,0.2289,0.22927,0.22741,0.22795,0,0
ARSNOK,D,20200727,000000,0.12642,0.12691,0.12597,0.1264,0,0
ARSNZD,D,20200727,000000,0.02078,0.02086,0.02073,0.02077,0,0
ARSPHP,D,20200727,000000,0.68448,0.68448,0.68448,0.68448,0,0
ARSPLN,D,20200727,000000,0.05199,0.05214,0.05171,0.05187,0,0
ARSRON,D,20200727,000000,0.05711,0.05731,0.05689,0.05689,0,0
ARSRUB,D,20200727,000000,0.99758,1.0011,0.99384,0.99384,0,0
ARSSEK,D,20200727,000000,0.12148,0.12182,0.12096,0.1213,0,0
ARSSGD,D,20200727,000000,0.01916,0.01922,0.01912,0.01914,0,0
ARSTHB,D,20200727,000000,0.43768,0.43903,0.43648,0.43662,0,0
ARSTRY,D,20200727,000000,0.09533,0.09554,0.09508,0.09543,0,0
ARSTWD,D,20200727,000000,0.40867,0.40867,0.40867,0.40867,0,0
ARSUAH,D,20200727,000000,0.38616,0.38616,0.38616,0.38616,0,0
ARSUSD,D,20200727,000000,0.0139,0.01394,0.01387,0.01387,0,0
ARSXAG,D,20200727,000000,0.05731,0.05759,0.0569,0.05717,0,0
ARSXAU,D,20200727,000000,0.07177,0.07195,0.07135,0.07171,0,0
ARSXDR,D,20200727,000000,0.00989,0.00989,0.00989,0.00989,0,0
ARSXPD,D,20200727,000000,0.06026,0.0604,0.05984,0.0604,0,0
ARSXPT,D,20200727,000000,0.14877,0.14922,0.14661,0.14814,0,0
ARSZAR,D,20200727,000000,0.22891,0.22927,0.22743,0.22785,0,0
AUDARS,D,20200727,000000,51.4005,51.5352,51.2173,51.4218,0,0
AUDBGN,D,20200727,000000,1.19118,1.19118,1.19118,1.19118,0,0
AUDBRL,D,20200727,000000,3.69991,3.72048,3.68051,3.691,0,0
AUDBTC,D,20200727,000000,0.00718,0.00718,0.00653,0.00659,0,0
AUDCLP,D,20200727,000000,548.608,549.688,546.757,547.245,0,0
AUDCNY,D,20200727,000000,4.97813,5.00164,4.97806,4.99738,0,0
AUDCZK,D,20200727,000000,15.9965,16.0768,15.877,15.9027,0,0
AUDDKK,D,20200727,000000,4.5354,4.54142,4.51115,4.51866,0,0
AUDEGP,D,20200727,000000,11.4033,11.4346,11.3669,11.4142,0,0
AUDHKD,D,20200727,000000,5.50328,5.54201,5.49381,5.53012,0,0
AUDHRK,D,20200727,000000,4.5776,4.5776,4.5776,4.5776,0,0
AUDHUF,D,20200727,000000,210.937,211.185,209.119,210.022,0,0
AUDIDR,D,20200727,000000,103.418,103.418,103.418,103.418,0,0
AUDILS,D,20200727,000000,2.43466,2.44238,2.42824,2.43565,0,0
AUDINR,D,20200727,000000,53.3029,53.4283,53.2394,53.3447,0,0
AUDISK,D,20200727,000000,96.2111,96.4139,95.8986,96.1204,0,0
AUDKRW,D,20200727,000000,852.868,854.669,851.325,852.785,0,0
AUDMXN,D,20200727,000000,15.8322,15.8812,15.6766,15.6825,0,0
AUDMYR,D,20200727,000000,3.02927,3.0377,3.02304,3.03221,0,0
AUDNAD,D,20200727,000000,11.8351,11.9124,11.6996,11.7117,0,0
AUDNOK,D,20200727,000000,6.51246,6.52229,6.47657,6.49531,0,0
AUDNZD,D,20200727,000000,1.06862,1.07029,1.06718,1.06795,0,0
AUDPHP,D,20200727,000000,35.0748,35.1746,35.0484,35.115,0,0
AUDRON,D,20200727,000000,2.94304,2.94617,2.92933,2.93153,0,0
AUDRUB,D,20200727,000000,51.0623,51.3117,50.9336,51.2084,0,0
AUDSEK,D,20200727,000000,6.27233,6.28186,6.23014,6.23658,0,0
AUDSGD,D,20200727,000000,0.98185,0.98562,0.98032,0.98389,0,0
AUDTHB,D,20200727,000000,22.4558,22.5431,22.4098,22.451,0,0
AUDTRY,D,20200727,000000,4.85902,4.9488,4.85103,4.9458,0,0
AUDTWD,D,20200727,000000,20.941,20.9977,20.8942,20.9262,0,0
AUDUAH,D,20200727,000000,19.7721,19.7721,19.7721,19.7721,0,0
AUDXAG,D,20200727,000000,3.12128,3.12278,2.90325,2.93713,0,0
AUDXAU,D,20200727,000000,3.73212,3.73692,3.66657,3.68652,0,0
AUDXDR,D,20200727,000000,0.50618,0.50618,0.50618,0.50618,0,0
AUDXPD,D,20200727,000000,3.18487,3.22084,3.07772,3.10646,0,0
AUDXPT,D,20200727,000000,7.75577,7.75764,7.53686,7.64228,0,0
AUDZAR,D,20200727,000000,11.8505,11.8626,11.6994,11.7165,0,0
AUD_I,D,20200727,000000,56.6858,56.8704,56.6028,56.7243,0,0
BGNARS,D,20200727,000000,42.9848,42.9848,42.9848,42.9848,0,0
BGNAUD,D,20200727,000000,0.83951,0.83951,0.83951,0.83951,0,0
BGNBRL,D,20200727,000000,3.12915,3.12915,3.12915,3.12915,0,0
BGNBTC,D,20200727,000000,0.0059,0.0059,0.0059,0.0059,0,0
BGNCAD,D,20200727,000000,0.80085,0.80085,0.80085,0.80085,0,0
BGNCHF,D,20200727,000000,0.55041,0.55041,0.55041,0.55041,0,0
BGNCLP,D,20200727,000000,462.937,462.937,462.937,462.937,0,0
BGNCNY,D,20200727,000000,4.18676,4.18676,4.18676,4.18676,0,0
BGNCZK,D,20200727,000000,13.3976,13.3976,13.3976,13.3976,0,0
BGNDKK,D,20200727,000000,3.80588,3.80588,3.80588,3.80588,0,0
BGNEGP,D,20200727,000000,9.55796,9.55796,9.55796,9.55796,0,0
BGNEUR,D,20200727,000000,0.51128,0.51128,0.51128,0.51128,0,0
BGNGBP,D,20200727,000000,0.46575,0.46575,0.46575,0.46575,0,0
BGNHKD,D,20200727,000000,4.63509,4.63509,4.63509,4.63509,0,0
BGNHRK,D,20200727,000000,3.84292,3.84292,3.84292,3.84292,0,0
BGNHUF,D,20200727,000000,176.797,176.797,176.797,176.797,0,0
BGNIDR,D,20200727,000000,86.8197,86.8197,86.8197,86.8197,0,0
BGNILS,D,20200727,000000,2.04025,2.04025,2.04025,2.04025,0,0
BGNINR,D,20200727,000000,44.7448,44.7448,44.7448,44.7448,0,0
BGNISK,D,20200727,000000,80.781,80.781,80.781,80.781,0,0
BGNJPY,D,20200727,000000,63.0989,63.0989,63.0989,63.0989,0,0
BGNKRW,D,20200727,000000,716.131,716.131,716.131,716.131,0,0
BGNMXN,D,20200727,000000,13.3105,13.3105,13.3105,13.3105,0,0
BGNMYR,D,20200727,000000,2.5427,2.5427,2.5427,2.5427,0,0
BGNNAD,D,20200727,000000,9.88025,9.88025,9.88025,9.88025,0,0
BGNNOK,D,20200727,000000,5.44724,5.44724,5.44724,5.44724,0,0
BGNNZD,D,20200727,000000,0.89763,0.89763,0.89763,0.89763,0,0
BGNPHP,D,20200727,000000,29.4222,29.4222,29.4222,29.4222,0,0
BGNPLN,D,20200727,000000,2.2508,2.2508,2.2508,2.2508,0,0
BGNRON,D,20200727,000000,2.46825,2.46825,2.46825,2.46825,0,0
BGNRUB,D,20200727,000000,42.7909,42.7909,42.7909,42.7909,0,0
BGNSEK,D,20200727,000000,5.24907,5.24907,5.24907,5.24907,0,0
BGNSGD,D,20200727,000000,0.8255,0.8255,0.8255,0.8255,0,0
BGNTHB,D,20200727,000000,18.8667,18.8667,18.8667,18.8667,0,0
BGNTRY,D,20200727,000000,4.09758,4.09758,4.09758,4.09758,0,0
BGNTWD,D,20200727,000000,17.5667,17.5667,17.5667,17.5667,0,0
BGNUAH,D,20200727,000000,16.5988,16.5988,16.5988,16.5988,0,0
BGNUSD,D,20200727,000000,0.59793,0.59793,0.59793,0.59793,0,0
BGNXAG,D,20200727,000000,2.4827,2.4827,2.4827,2.4827,0,0
BGNXAU,D,20200727,000000,3.08595,3.08595,3.08595,3.08595,0,0
BGNXDR,D,20200727,000000,0.42494,0.42494,0.42494,0.42494,0,0
BGNXPD,D,20200727,000000,2.64292,2.64292,2.64292,2.64292,0,0
BGNXPT,D,20200727,000000,6.35707,6.35707,6.35707,6.35707,0,0
BGNZAR,D,20200727,000000,9.88494,9.88494,9.88494,9.88494,0,0
BRLARS,D,20200727,000000,13.853,13.9838,13.8148,13.9317,0,0
BRLAUD,D,20200727,000000,0.27028,0.2717,0.26878,0.27093,0,0
BRLBGN,D,20200727,000000,0.31958,0.31958,0.31958,0.31958,0,0
BRLBTC,D,20200727,000000,0.00188,0.00188,0.0018,0.0018,0,0
BRLCAD,D,20200727,000000,0.25804,0.25963,0.25694,0.25857,0,0
BRLCHF,D,20200727,000000,0.17771,0.17837,0.17682,0.17796,0,0
BRLCLP,D,20200727,000000,148.276,148.521,147.38,148.328,0,0
BRLCNY,D,20200727,000000,1.33798,1.33798,1.33798,1.33798,0,0
BRLCZK,D,20200727,000000,4.29897,4.31793,4.28369,4.31077,0,0
BRLDKK,D,20200727,000000,1.22108,1.22677,1.21543,1.22445,0,0
BRLEGP,D,20200727,000000,3.05449,3.05449,3.05449,3.05449,0,0
BRLEUR,D,20200727,000000,0.16406,0.16483,0.16331,0.16453,0,0
BRLGBP,D,20200727,000000,0.14997,0.1506,0.14922,0.15011,0,0
BRLHKD,D,20200727,000000,1.49386,1.50371,1.4873,1.49825,0,0
BRLHRK,D,20200727,000000,1.2281,1.2281,1.2281,1.2281,0,0
BRLHUF,D,20200727,000000,56.7892,56.9323,56.4463,56.9168,0,0
BRLIDR,D,20200727,000000,27.7454,27.7454,27.7454,27.7454,0,0
BRLILS,D,20200727,000000,0.65782,0.66203,0.65565,0.65888,0,0
BRLINR,D,20200727,000000,14.2993,14.2993,14.2993,14.2993,0,0
BRLISK,D,20200727,000000,25.9728,26.0898,25.8529,26.0418,0,0
BRLJPY,D,20200727,000000,20.3095,20.4053,20.2137,20.3516,0,0
BRLKRW,D,20200727,000000,228.858,228.858,228.858,228.858,0,0
BRLMXN,D,20200727,000000,4.2609,4.26571,4.23775,4.25128,0,0
BRLMYR,D,20200727,000000,0.81258,0.81258,0.81258,0.81258,0,0
BRLNAD,D,20200727,000000,3.16739,3.18421,3.15756,3.17574,0,0
BRLNOK,D,20200727,000000,1.75155,1.76637,1.74593,1.76092,0,0
BRLNZD,D,20200727,000000,0.28885,0.29003,0.28712,0.28933,0,0
BRLPHP,D,20200727,000000,9.40261,9.40261,9.40261,9.40261,0,0
BRLPLN,D,20200727,000000,0.72276,0.72428,0.71859,0.72299,0,0
BRLRON,D,20200727,000000,0.79248,0.79587,0.78905,0.79488,0,0
BRLRUB,D,20200727,000000,13.7757,13.9063,13.7382,13.8851,0,0
BRLSEK,D,20200727,000000,1.68686,1.69322,1.67746,1.68994,0,0
BRLSGD,D,20200727,000000,0.26582,0.26738,0.26467,0.26658,0,0
BRLTHB,D,20200727,000000,6.07098,6.1073,6.04271,6.0829,0,0
BRLTRY,D,20200727,000000,1.32034,1.32964,1.31481,1.32945,0,0
BRLTWD,D,20200727,000000,5.61388,5.61388,5.61388,5.61388,0,0
BRLUAH,D,20200727,000000,5.30457,5.30457,5.30457,5.30457,0,0
BRLUSD,D,20200727,000000,0.19273,0.19401,0.19189,0.19329,0,0
BRLXAG,D,20200727,000000,0.79511,0.80404,0.78779,0.79641,0,0
BRLXAU,D,20200727,000000,0.99476,1.00081,0.98836,0.99908,0,0
BRLXDR,D,20200727,000000,0.1358,0.1358,0.1358,0.1358,0,0
BRLXPD,D,20200727,000000,0.84005,0.84205,0.83242,0.84143,0,0
BRLXPT,D,20200727,000000,2.04497,2.07865,2.04316,2.06377,0,0
BRLZAR,D,20200727,000000,3.16731,3.18421,3.15764,3.17429,0,0
BTCARS,D,20200727,000000,745234,774944,740156,773731,0,0
BTCAUD,D,20200727,000000,13932,15317,13930,15177,0,0
BTCBGN,D,20200727,000000,16938,16938,16938,16938,0,0
BTCBRL,D,20200727,000000,53317,55642,53247,55538,0,0
BTCCAD,D,20200727,000000,13267,14619,13267,14481,0,0
BTCCHF,D,20200727,000000,9109.63,10060,9109.63,9966.22,0,0
BTCCLP,D,20200727,000000,79056,79975,78929,79375,0,0
BTCCNY,D,20200727,000000,69746,72261,69674,71876,0,0
BTCCZK,D,20200727,000000,2228.33,2437.17,2228.33,2413.62,0,0
BTCDKK,D,20200727,000000,63187,69217,63177,68578,0,0
BTCEGP,D,20200727,000000,163742,165366,161917,163488,0,0
BTCEUR,D,20200727,000000,8490.4,9300.63,8489.47,9214.14,0,0
BTCGBP,D,20200727,000000,7729.96,8484.88,7729.26,8411.17,0,0
BTCHKD,D,20200727,000000,76661,84706,76661,83929,0,0
BTCHRK,D,20200727,000000,65090,65090,65090,65090,0,0
BTCHUF,D,20200727,000000,29388,32172,29380,31875,0,0
BTCIDR,D,20200727,000000,14705,14705,14705,14705,0,0
BTCILS,D,20200727,000000,35164,35619,34549,35217,0,0
BTCINR,D,20200727,000000,7631.4,7711.95,7585.7,7672.41,0,0
BTCISK,D,20200727,000000,13859,14484,13676,14463,0,0
BTCJPY,D,20200727,000000,10488,11506,10485,11400,0,0
BTCKRW,D,20200727,000000,1194.9,1234.38,1192.44,1232.01,0,0
BTCMXN,D,20200727,000000,2205.45,2402.92,2205.45,2380.1,0,0
BTCMYR,D,20200727,000000,42343,43872,42343,43236,0,0
BTCNAD,D,20200727,000000,1648.63,1794.87,1648.63,1777.45,0,0
BTCNOK,D,20200727,000000,90732,99539,90625,98578,0,0
BTCNZD,D,20200727,000000,14888,16356,14885,16208,0,0
BTCPHP,D,20200727,000000,4954.19,5077.32,4939.51,5007.07,0,0
BTCPLN,D,20200727,000000,37431,40858,37427,40471,0,0
BTCRON,D,20200727,000000,42506,42828,41817,42769,0,0
BTCRUB,D,20200727,000000,7355.15,7480.53,7255.87,7470.98,0,0
BTCSEK,D,20200727,000000,87386,95535,87386,94651,0,0
BTCSGD,D,20200727,000000,13677,15070,13677,14932,0,0
BTCTHB,D,20200727,000000,3128.12,3439.01,3128.12,3407.33,0,0
BTCTRY,D,20200727,000000,67687,75184,67687,75061,0,0
BTCTWD,D,20200727,000000,2957.71,3031.36,2950.12,2983.87,0,0
BTCUAH,D,20200727,000000,281146,281146,281146,281146,0,0
BTCUSD,D,20200727,000000,9888.65,10928,9888.65,10828,0,0
BTCXAG,D,20200727,000000,434.857,450.997,414.266,445.762,0,0
BTCXAU,D,20200727,000000,519.96,565.096,517.95,559.494,0,0
BTCXDR,D,20200727,000000,7197.57,7197.57,7197.57,7197.57,0,0
BTCXPD,D,20200727,000000,445.381,475.703,441.381,471.46,0,0
BTCXPT,D,20200727,000000,1080.39,1166.76,1066.32,1159.85,0,0
BTCZAR,D,20200727,000000,1650.79,1794.9,1650.79,1778.19,0,0
CADARS,D,20200727,000000,53.7333,53.9283,53.5102,53.88,0,0
CADBGN,D,20200727,000000,1.24867,1.24867,1.24867,1.24867,0,0
CADBRL,D,20200727,000000,3.87537,3.89199,3.85164,3.86745,0,0
CADBTC,D,20200727,000000,0.00754,0.00754,0.00684,0.00691,0,0
CADCLP,D,20200727,000000,574.624,575.553,571.886,573.09,0,0
CADCNY,D,20200727,000000,5.22669,5.2379,5.22361,5.23786,0,0
CADCZK,D,20200727,000000,16.7929,16.8756,16.6089,16.667,0,0
CADDKK,D,20200727,000000,4.76274,4.76366,4.71779,4.73556,0,0
CADEGP,D,20200727,000000,11.9414,11.9722,11.917,11.955,0,0
CADHKD,D,20200727,000000,5.77726,5.79863,5.77165,5.79566,0,0
CADHRK,D,20200727,000000,4.79853,4.79853,4.79853,4.79853,0,0
CADHUF,D,20200727,000000,221.51,221.566,218.843,220.106,0,0
CADIDR,D,20200727,000000,108.409,108.409,108.409,108.409,0,0
CADILS,D,20200727,000000,2.55104,2.55529,2.54372,2.55142,0,0
CADINR,D,20200727,000000,55.8285,55.942,55.7913,55.9116,0,0
CADISK,D,20200727,000000,100.736,100.994,100.328,100.715,0,0
CADKRW,D,20200727,000000,895.452,895.732,892.876,893.563,0,0
CADMXN,D,20200727,000000,16.6204,16.633,16.4156,16.4356,0,0
CADMYR,D,20200727,000000,3.17783,3.17943,3.17241,3.17649,0,0
CADNAD,D,20200727,000000,12.4243,12.4674,12.252,12.274,0,0
CADNOK,D,20200727,000000,6.8389,6.84969,6.77852,6.80719,0,0
CADNZD,D,20200727,000000,1.12219,1.12268,1.11528,1.11923,0,0
CADPHP,D,20200727,000000,36.7951,36.8221,36.7293,36.7858,0,0
CADRON,D,20200727,000000,3.08372,3.08548,3.06236,3.06754,0,0
CADRUB,D,20200727,000000,53.4639,53.691,53.3631,53.5843,0,0
CADSEK,D,20200727,000000,6.58673,6.59329,6.50943,6.53604,0,0
CADSGD,D,20200727,000000,1.03073,1.03159,1.02839,1.03113,0,0
CADTHB,D,20200727,000000,23.5738,23.6014,23.4844,23.529,0,0
CADTRY,D,20200727,000000,5.10093,5.18557,5.09609,5.18328,0,0
CADTWD,D,20200727,000000,21.9677,21.9771,21.8878,21.9219,0,0
CADUAH,D,20200727,000000,20.7264,20.7264,20.7264,20.7264,0,0
CADXAG,D,20200727,000000,3.27773,3.27891,3.03937,3.07816,0,0
CADXAU,D,20200727,000000,3.9192,3.92259,3.83942,3.86353,0,0
CADXDR,D,20200727,000000,0.53061,0.53061,0.53061,0.53061,0,0
CADXPD,D,20200727,000000,3.34554,3.37651,3.22286,3.25562,0,0
CADXPT,D,20200727,000000,8.14189,8.14329,7.89324,8.00923,0,0
CADZAR,D,20200727,000000,12.4405,12.4583,12.252,12.2791,0,0
CAD_I,D,20200727,000000,64.7805,64.8013,64.5199,64.6974,0,0
CHFARS,D,20200727,000000,78.1281,78.4383,77.9379,78.2874,0,0
CHFBGN,D,20200727,000000,1.81682,1.81682,1.81682,1.81682,0,0
CHFBRL,D,20200727,000000,5.62726,5.65533,5.60625,5.61939,0,0
CHFBTC,D,20200727,000000,0.01098,0.01098,0.00994,0.01003,0,0
CHFCLP,D,20200727,000000,834.387,836.616,832.187,833.605,0,0
CHFCNY,D,20200727,000000,7.61654,7.63862,7.59704,7.61414,0,0
CHFCZK,D,20200727,000000,24.4503,24.5911,24.1613,24.218,0,0
CHFDKK,D,20200727,000000,6.93632,6.93723,6.86741,6.881,0,0
CHFEGP,D,20200727,000000,17.4208,17.4423,17.3163,17.3459,0,0
CHFHKD,D,20200727,000000,8.41164,8.45624,8.39746,8.42138,0,0
CHFHRK,D,20200727,000000,6.9819,6.9819,6.9819,6.9819,0,0
CHFHUF,D,20200727,000000,322.601,322.717,318.511,319.826,0,0
CHFIDR,D,20200727,000000,157.736,157.736,157.736,157.736,0,0
CHFILS,D,20200727,000000,3.72046,3.72075,3.6971,3.70966,0,0
CHFINR,D,20200727,000000,81.4069,81.5835,81.094,81.2773,0,0
CHFISK,D,20200727,000000,146.964,147.068,145.975,146.339,0,0
CHFKRW,D,20200727,000000,1304.89,1305,1301.62,1303.21,0,0
CHFMXN,D,20200727,000000,24.1992,24.2453,23.8734,23.8817,0,0
CHFMYR,D,20200727,000000,4.62752,4.63749,4.62393,4.62844,0,0
CHFNAD,D,20200727,000000,18.0896,18.1859,17.8112,17.8348,0,0
CHFNOK,D,20200727,000000,9.95635,9.97699,9.84314,9.89055,0,0
CHFNZD,D,20200727,000000,1.63432,1.6356,1.62261,1.62629,0,0
CHFPHP,D,20200727,000000,53.6193,53.729,53.5438,53.6004,0,0
CHFRON,D,20200727,000000,4.49733,4.5007,4.4548,4.46212,0,0
CHFRUB,D,20200727,000000,77.9985,78.0944,77.4419,77.945,0,0
CHFSEK,D,20200727,000000,9.59117,9.6056,9.47242,9.4972,0,0
CHFSGD,D,20200727,000000,1.50073,1.5053,1.49379,1.49829,0,0
CHFTHB,D,20200727,000000,34.3233,34.4155,34.1314,34.1888,0,0
CHFTRY,D,20200727,000000,7.42691,7.535,7.42167,7.53157,0,0
CHFTWD,D,20200727,000000,32.0111,32.0558,31.928,31.9422,0,0
CHFUAH,D,20200727,000000,30.1571,30.1571,30.1571,30.1571,0,0
CHFXAG,D,20200727,000000,4.7736,4.77508,4.41622,4.47273,0,0
CHFXAU,D,20200727,000000,5.70781,5.71123,5.58203,5.6139,0,0
CHFXDR,D,20200727,000000,0.77205,0.77205,0.77205,0.77205,0,0
CHFXPD,D,20200727,000000,4.87254,4.92031,4.6841,4.73058,0,0
CHFXPT,D,20200727,000000,11.8545,11.8571,11.4694,11.6378,0,0
CHFZAR,D,20200727,000000,18.1133,18.1502,17.8078,17.8421,0,0
CHF_I,D,20200727,000000,424.975,426.172,422.369,423.392,0,0
CLPARS,D,20200727,000000,9.3626,9.42366,9.33385,9.39475,0,0
CLPAUD,D,20200727,000000,0.18228,0.1829,0.18192,0.18273,0,0
CLPBGN,D,20200727,000000,0.21601,0.21601,0.21601,0.21601,0,0
CLPBRL,D,20200727,000000,0.67442,0.67852,0.67331,0.67418,0,0
CLPBTC,D,20200727,000000,0.00126,0.00127,0.00125,0.00126,0,0
CLPCAD,D,20200727,000000,0.17403,0.17486,0.17375,0.17449,0,0
CLPCHF,D,20200727,000000,0.11985,0.12017,0.11953,0.11996,0,0
CLPCNY,D,20200727,000000,0.90439,0.90439,0.90439,0.90439,0,0
CLPCZK,D,20200727,000000,2.8993,2.91129,2.89323,2.9035,0,0
CLPDKK,D,20200727,000000,0.82352,0.82627,0.82219,0.82478,0,0
CLPEGP,D,20200727,000000,2.06464,2.06464,2.06464,2.06464,0,0
CLPEUR,D,20200727,000000,0.11064,0.11102,0.11047,0.11082,0,0
CLPGBP,D,20200727,000000,0.10115,0.10141,0.10096,0.10117,0,0
CLPHKD,D,20200727,000000,1.00748,1.01328,1.00546,1.01038,0,0
CLPHRK,D,20200727,000000,0.83012,0.83012,0.83012,0.83012,0,0
CLPHUF,D,20200727,000000,0.383,0.38421,0.38166,0.38274,0,0
CLPIDR,D,20200727,000000,18.7541,18.7541,18.7541,18.7541,0,0
CLPILS,D,20200727,000000,0.44365,0.44622,0.4429,0.44496,0,0
CLPINR,D,20200727,000000,9.66543,9.66543,9.66543,9.66543,0,0
CLPISK,D,20200727,000000,0.17517,0.17575,0.17482,0.17544,0,0
CLPJPY,D,20200727,000000,0.13697,0.13745,0.13676,0.13713,0,0
CLPKRW,D,20200727,000000,1.54693,1.54693,1.54693,1.54693,0,0
