<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
RONARS,D,20200727,000000,17.5102,17.5766,17.4477,17.5765,0,0
RONAUD,D,20200727,000000,0.33979,0.34138,0.33942,0.34112,0,0
RONBGN,D,20200727,000000,0.40514,0.40514,0.40514,0.40514,0,0
RONBRL,D,20200727,000000,1.26186,1.26734,1.25649,1.25805,0,0
RONBTC,D,20200727,000000,0.00235,0.00239,0.00233,0.00234,0,0
RONCAD,D,20200727,000000,0.32428,0.32655,0.3241,0.32599,0,0
RONCHF,D,20200727,000000,0.22235,0.22448,0.22219,0.22411,0,0
RONCLP,D,20200727,000000,187.104,187.447,186.515,186.629,0,0
RONCNY,D,20200727,000000,1.69608,1.6991,1.69567,1.69885,0,0
RONCZK,D,20200727,000000,5.43278,5.4362,5.42025,5.42632,0,0
RONDKK,D,20200727,000000,1.54051,1.54337,1.5381,1.54087,0,0
RONEGP,D,20200727,000000,3.87507,3.88958,3.86293,3.88232,0,0
RONEUR,D,20200727,000000,0.207,0.20736,0.20665,0.20703,0,0
RONGBP,D,20200727,000000,0.18888,0.18944,0.18848,0.18907,0,0
RONHKD,D,20200727,000000,1.87787,1.89017,1.87596,1.88994,0,0
RONHRK,D,20200727,000000,1.55694,1.55694,1.55694,1.55694,0,0
RONHUF,D,20200727,000000,71.5252,71.7051,71.4359,71.4785,0,0
RONIDR,D,20200727,000000,35.1745,35.1745,35.1745,35.1745,0,0
RONILS,D,20200727,000000,0.82726,0.83227,0.82585,0.83227,0,0
RONINR,D,20200727,000000,18.1022,18.1573,18.1014,18.1344,0,0
RONISK,D,20200727,000000,32.6807,32.7939,32.669,32.7735,0,0
RONJPY,D,20200727,000000,25.5896,25.6491,25.5197,25.6373,0,0
RONKRW,D,20200727,000000,290.137,290.137,290.137,290.137,0,0
RONMXN,D,20200727,000000,5.38547,5.39651,5.35562,5.35895,0,0
RONMYR,D,20200727,000000,1.02993,1.03165,1.02976,1.03048,0,0
RONNAD,D,20200727,000000,4.02051,4.02611,3.9881,3.99714,0,0
RONNOK,D,20200727,000000,2.20412,2.21717,2.20353,2.21696,0,0
RONNZD,D,20200727,000000,0.36309,0.36475,0.36294,0.36443,0,0
RONPHP,D,20200727,000000,11.9294,11.9511,11.9277,11.9336,0,0
RONPLN,D,20200727,000000,0.91129,0.91372,0.9085,0.90895,0,0
RONRUB,D,20200727,000000,17.3447,17.4829,17.3144,17.4681,0,0
RONSEK,D,20200727,000000,2.13062,2.13347,2.12141,2.12641,0,0
RONSGD,D,20200727,000000,0.33433,0.33609,0.33413,0.33605,0,0
RONTHB,D,20200727,000000,7.63561,7.6785,7.63333,7.67564,0,0
RONTRY,D,20200727,000000,1.65836,1.67133,1.65747,1.67124,0,0
RONTWD,D,20200727,000000,7.1178,7.12347,7.1066,7.11163,0,0
RONUAH,D,20200727,000000,6.72493,6.72493,6.72493,6.72493,0,0
RONUSD,D,20200727,000000,0.24225,0.24386,0.24202,0.24383,0,0
RONXAG,D,20200727,000000,1.00062,1.01185,0.98721,1.0026,0,0
RONXAU,D,20200727,000000,1.25122,1.25955,1.24754,1.25504,0,0
RONXDR,D,20200727,000000,0.17216,0.17216,0.17216,0.17216,0,0
RONXPD,D,20200727,000000,1.0799,1.0809,1.04766,1.05274,0,0
RONXPT,D,20200727,000000,2.57101,2.61376,2.56211,2.58141,0,0
RONZAR,D,20200727,000000,4.02051,4.02128,3.9871,3.99822,0,0
RUBARS,D,20200727,000000,1.00242,1.0062,0.99891,1.0062,0,0
RUBAUD,D,20200727,000000,1.95839,1.96334,1.94887,1.95281,0,0
RUBBGN,D,20200727,000000,2.33695,2.33695,2.33695,2.33695,0,0
RUBBRL,D,20200727,000000,7.25914,7.27899,7.19099,7.20198,0,0
RUBBTC,D,20200727,000000,0.0136,0.01378,0.01337,0.01339,0,0
RUBCAD,D,20200727,000000,1.87042,1.87395,1.86251,1.86622,0,0
RUBCHF,D,20200727,000000,1.28208,1.29129,1.2805,1.28296,0,0
RUBCLP,D,20200727,000000,10.7636,10.7733,10.677,10.684,0,0
RUBCNY,D,20200727,000000,0.09784,0.09799,0.09765,0.09799,0,0
RUBCZK,D,20200727,000000,0.31327,0.31359,0.31026,0.31064,0,0
RUBDKK,D,20200727,000000,0.08885,0.08905,0.08809,0.08821,0,0
RUBEGP,D,20200727,000000,0.22337,0.22409,0.22276,0.22372,0,0
RUBEUR,D,20200727,000000,1.19377,1.19642,1.18373,1.1852,0,0
RUBGBP,D,20200727,000000,1.09015,1.09202,1.08154,1.08236,0,0
RUBHKD,D,20200727,000000,0.10834,0.10851,0.10779,0.10819,0,0
RUBHRK,D,20200727,000000,0.08981,0.08981,0.08981,0.08981,0,0
RUBHUF,D,20200727,000000,4.1216,4.13878,4.08892,4.09193,0,0
RUBIDR,D,20200727,000000,202.893,202.893,202.893,202.893,0,0
RUBILS,D,20200727,000000,0.04765,0.04778,0.04753,0.04765,0,0
RUBINR,D,20200727,000000,1.04475,1.04699,1.04389,1.04598,0,0
RUBISK,D,20200727,000000,1.88419,1.88941,1.87417,1.87619,0,0
RUBJPY,D,20200727,000000,1.474,1.47614,1.46481,1.46766,0,0
RUBKRW,D,20200727,000000,16.7356,16.7356,16.7356,16.7356,0,0
RUBMXN,D,20200727,000000,0.31013,0.31134,0.30651,0.30678,0,0
RUBMYR,D,20200727,000000,5.94218,5.94959,5.9301,5.93844,0,0
RUBNAD,D,20200727,000000,0.23115,0.23159,0.22882,0.22882,0,0
RUBNOK,D,20200727,000000,0.12732,0.12759,0.12654,0.12691,0,0
RUBNZD,D,20200727,000000,2.09438,2.09931,2.0808,2.08625,0,0
RUBPHP,D,20200727,000000,0.68758,0.68758,0.68758,0.68758,0,0
RUBPLN,D,20200727,000000,0.05256,0.05267,0.052,0.05203,0,0
RUBRON,D,20200727,000000,5.76544,5.77553,5.71986,5.72471,0,0
RUBSEK,D,20200727,000000,0.12279,0.12299,0.12156,0.12173,0,0
RUBSGD,D,20200727,000000,1.92864,1.93129,1.91885,1.92379,0,0
RUBTHB,D,20200727,000000,0.44068,0.44145,0.43813,0.43941,0,0
RUBTRY,D,20200727,000000,9.57097,9.58983,9.53105,9.56736,0,0
RUBTWD,D,20200727,000000,0.41052,0.41052,0.41052,0.41052,0,0
RUBUAH,D,20200727,000000,0.38791,0.38791,0.38791,0.38791,0,0
RUBUSD,D,20200727,000000,1.39766,1.39991,1.39063,1.39587,0,0
RUBXAG,D,20200727,000000,5.79222,5.82539,5.68955,5.73959,0,0
RUBXAU,D,20200727,000000,0.0723,0.07243,0.07164,0.07185,0,0
RUBXDR,D,20200727,000000,0.99307,0.99307,0.99307,0.99307,0,0
RUBXPD,D,20200727,000000,0.06206,0.0623,0.0602,0.06027,0,0
RUBXPT,D,20200727,000000,0.14774,0.15005,0.14773,0.14778,0,0
RUBZAR,D,20200727,000000,0.23115,0.23157,0.22889,0.22889,0,0
SEKARS,D,20200727,000000,8.23198,8.26708,8.20879,8.24388,0,0
SEKAUD,D,20200727,000000,0.15943,0.16051,0.15919,0.16034,0,0
SEKBGN,D,20200727,000000,0.19051,0.19051,0.19051,0.19051,0,0
SEKBRL,D,20200727,000000,0.59282,0.59614,0.59059,0.59174,0,0
SEKBTC,D,20200727,000000,0.11443,0.11443,0.10467,0.10565,0,0
SEKCAD,D,20200727,000000,0.15182,0.15362,0.15167,0.153,0,0
SEKCHF,D,20200727,000000,10.4263,10.557,10.4106,10.5294,0,0
SEKCLP,D,20200727,000000,87.9008,88.1541,87.6427,87.7881,0,0
SEKCNY,D,20200727,000000,0.7935,0.79913,0.79347,0.79908,0,0
SEKCZK,D,20200727,000000,2.54976,2.56487,2.54439,2.55002,0,0
SEKDKK,D,20200727,000000,0.72308,0.72561,0.72173,0.72453,0,0
SEKEGP,D,20200727,000000,1.81853,1.83007,1.81544,1.82642,0,0
SEKEUR,D,20200727,000000,9.71511,9.74885,9.6977,9.73509,0,0
SEKGBP,D,20200727,000000,8.84367,8.90293,8.83349,8.8862,0,0
SEKHKD,D,20200727,000000,0.87719,0.88907,0.8758,0.88672,0,0
SEKHRK,D,20200727,000000,0.73212,0.73212,0.73212,0.73212,0,0
SEKHUF,D,20200727,000000,33.6297,33.7378,33.5289,33.6758,0,0
SEKIDR,D,20200727,000000,16.54,16.54,16.54,16.54,0,0
SEKILS,D,20200727,000000,0.38827,0.39155,0.38756,0.39069,0,0
SEKINR,D,20200727,000000,8.50105,8.53663,8.48747,8.52985,0,0
SEKISK,D,20200727,000000,15.345,15.4311,15.3321,15.4099,0,0
SEKJPY,D,20200727,000000,11.9971,12.0663,11.974,12.0445,0,0
SEKKRW,D,20200727,000000,135.945,136.199,135.768,136.009,0,0
SEKMXN,D,20200727,000000,2.52357,2.54031,2.51343,2.51461,0,0
SEKMYR,D,20200727,000000,0.48248,0.48439,0.4822,0.48391,0,0
SEKNAD,D,20200727,000000,1.88644,1.89954,1.87652,1.8779,0,0
SEKNOK,D,20200727,000000,1.03807,1.04366,1.03372,1.04142,0,0
SEKNZD,D,20200727,000000,0.17037,0.17152,0.17013,0.17124,0,0
SEKPHP,D,20200727,000000,5.59735,5.60857,5.58905,5.60402,0,0
SEKPLN,D,20200727,000000,0.42833,0.4291,0.42727,0.42759,0,0
SEKRON,D,20200727,000000,0.46935,0.47139,0.46872,0.47028,0,0
SEKRUB,D,20200727,000000,8.14409,8.22605,8.13076,8.21484,0,0
SEKSGD,D,20200727,000000,0.1565,0.15808,0.1562,0.15776,0,0
SEKTHB,D,20200727,000000,3.57934,3.61113,3.5717,3.59989,0,0
SEKTRY,D,20200727,000000,77.4502,79.3449,77.332,79.3031,0,0
SEKTWD,D,20200727,000000,3.3416,3.34827,3.33478,3.33962,0,0
SEKUAH,D,20200727,000000,3.16224,3.16224,3.16224,3.16224,0,0
SEKUSD,D,20200727,000000,11.3131,11.4703,11.2982,11.4391,0,0
SEKXAG,D,20200727,000000,0.49763,0.49785,0.46455,0.47095,0,0
SEKXAU,D,20200727,000000,0.59501,0.59542,0.58584,0.59111,0,0
SEKXDR,D,20200727,000000,8.09561,8.09561,8.09561,8.09561,0,0
SEKXPD,D,20200727,000000,0.50755,0.5137,0.49238,0.4981,0,0
SEKXPT,D,20200727,000000,1.23623,1.23623,1.20257,1.2254,0,0
SEKZAR,D,20200727,000000,1.88891,1.89083,1.87617,1.87868,0,0
SGDARS,D,20200727,000000,52.181,52.3109,52.0181,52.2599,0,0
SGDAUD,D,20200727,000000,1.01849,1.02008,1.01459,1.01637,0,0
SGDBGN,D,20200727,000000,1.21139,1.21139,1.21139,1.21139,0,0
SGDBRL,D,20200727,000000,3.76196,3.77822,3.74002,3.75116,0,0
SGDBTC,D,20200727,000000,0.00731,0.00731,0.00664,0.0067,0,0
SGDCAD,D,20200727,000000,0.97019,0.9724,0.96938,0.96981,0,0
SGDCHF,D,20200727,000000,0.66634,0.66944,0.66432,0.66743,0,0
SGDCLP,D,20200727,000000,557.809,558.818,555.102,556.39,0,0
SGDCNY,D,20200727,000000,5.07639,5.07923,5.06982,5.07841,0,0
SGDCZK,D,20200727,000000,16.2923,16.3815,16.134,16.1638,0,0
SGDDKK,D,20200727,000000,4.61929,4.62376,4.58396,4.59257,0,0
SGDEGP,D,20200727,000000,11.5874,11.6132,11.5603,11.5934,0,0
SGDEUR,D,20200727,000000,0.62072,0.62124,0.61591,0.61706,0,0
SGDGBP,D,20200727,000000,0.56516,0.56567,0.56247,0.56329,0,0
SGDHKD,D,20200727,000000,5.60503,5.62537,5.60246,5.62067,0,0
SGDHRK,D,20200727,000000,4.65528,4.65528,4.65528,4.65528,0,0
SGDHUF,D,20200727,000000,214.811,215.078,212.437,213.461,0,0
SGDIDR,D,20200727,000000,105.173,105.173,105.173,105.173,0,0
SGDILS,D,20200727,000000,2.47439,2.4805,2.46843,2.47625,0,0
SGDINR,D,20200727,000000,54.1483,54.2485,54.1103,54.2096,0,0
SGDISK,D,20200727,000000,97.6955,97.9543,97.475,97.6871,0,0
SGDJPY,D,20200727,000000,76.6732,76.797,76.2689,76.3469,0,0
SGDKRW,D,20200727,000000,869.702,869.702,866.314,866.65,0,0
SGDMXN,D,20200727,000000,16.1249,16.1458,15.9338,15.9393,0,0
SGDMYR,D,20200727,000000,3.08464,3.08532,3.07845,3.0802,0,0
SGDNAD,D,20200727,000000,12.0539,12.0923,11.8931,11.9034,0,0
SGDNOK,D,20200727,000000,6.63383,6.64837,6.57807,6.60166,0,0
SGDNZD,D,20200727,000000,1.08848,1.08994,1.08387,1.08543,0,0
SGDPHP,D,20200727,000000,35.7041,35.7147,35.6295,35.6707,0,0
SGDPLN,D,20200727,000000,2.73873,2.73906,2.70459,2.71048,0,0
SGDRON,D,20200727,000000,2.99106,2.99284,2.9754,2.97575,0,0
SGDRUB,D,20200727,000000,51.8501,52.1145,51.779,51.9808,0,0
SGDSEK,D,20200727,000000,6.38973,6.40193,6.32583,6.33869,0,0
SGDTHB,D,20200727,000000,22.871,22.8893,22.815,22.8186,0,0
SGDTRY,D,20200727,000000,4.94886,5.02933,4.94642,5.02678,0,0
SGDTWD,D,20200727,000000,21.3189,21.3189,21.24,21.2574,0,0
SGDUAH,D,20200727,000000,20.1077,20.1077,20.1077,20.1077,0,0
SGDUSD,D,20200727,000000,0.72307,0.72574,0.72275,0.72511,0,0
SGDXAG,D,20200727,000000,3.17552,3.17691,2.94782,2.98522,0,0
SGDXAU,D,20200727,000000,3.80403,3.80525,3.72813,3.74688,0,0
SGDXDR,D,20200727,000000,0.51477,0.51477,0.51477,0.51477,0,0
SGDXPD,D,20200727,000000,3.24748,3.27589,3.1276,3.15732,0,0
SGDXPT,D,20200727,000000,7.89916,7.90088,7.66025,7.76741,0,0
SGDZAR,D,20200727,000000,12.0696,12.0862,11.8906,11.9083,0,0
THBARS,D,20200727,000000,2.28478,2.29107,2.27772,2.2903,0,0
THBAUD,D,20200727,000000,4.45319,4.46233,4.43595,4.45415,0,0
THBBGN,D,20200727,000000,5.30034,5.30034,5.30034,5.30034,0,0
THBBRL,D,20200727,000000,16.4718,16.5489,16.3738,16.4395,0,0
THBBTC,D,20200727,000000,0.03197,0.03197,0.02908,0.02935,0,0
THBCAD,D,20200727,000000,4.242,4.25815,4.23703,4.25007,0,0
THBCHF,D,20200727,000000,2.91348,2.92985,2.90567,2.92493,0,0
THBCLP,D,20200727,000000,24.4237,24.4746,24.2997,24.3622,0,0
THBCNY,D,20200727,000000,0.22195,0.2223,0.22162,0.22222,0,0
THBCZK,D,20200727,000000,0.71235,0.71677,0.70613,0.70836,0,0
THBDKK,D,20200727,000000,0.20198,0.20222,0.20068,0.20126,0,0
THBEGP,D,20200727,000000,0.50718,0.5083,0.5057,0.50761,0,0
THBEUR,D,20200727,000000,2.71399,2.7172,2.69633,2.70421,0,0
THBGBP,D,20200727,000000,2.47109,2.47501,2.46224,2.46855,0,0
THBHKD,D,20200727,000000,0.24507,0.24639,0.24506,0.24632,0,0
THBHRK,D,20200727,000000,0.20369,0.20369,0.20369,0.20369,0,0
THBHUF,D,20200727,000000,9.39228,9.40661,9.30202,9.35468,0,0
THBIDR,D,20200727,000000,460.174,460.174,460.174,460.174,0,0
THBILS,D,20200727,000000,10.8342,10.8644,10.7893,10.8483,0,0
THBINR,D,20200727,000000,2.37007,2.37462,2.36849,2.37213,0,0
THBISK,D,20200727,000000,4.27566,4.28638,4.26753,4.28115,0,0
THBJPY,D,20200727,000000,3.35242,3.36037,3.33818,3.34582,0,0
THBKRW,D,20200727,000000,38.0247,38.0258,37.8747,37.9498,0,0
THBMXN,D,20200727,000000,0.70504,0.70606,0.69796,0.69852,0,0
THBMYR,D,20200727,000000,13.4911,13.5002,13.4576,13.4659,0,0
THBNAD,D,20200727,000000,0.52704,0.52907,0.52074,0.52165,0,0
THBNOK,D,20200727,000000,0.29005,0.29067,0.28788,0.28931,0,0
THBNZD,D,20200727,000000,4.75922,4.76675,4.74467,4.75679,0,0
THBPHP,D,20200727,000000,1.55998,1.5632,1.55842,1.55944,0,0
THBPLN,D,20200727,000000,0.11965,0.11979,0.1184,0.11878,0,0
THBRON,D,20200727,000000,13.0965,13.1004,13.0234,13.0282,0,0
THBRUB,D,20200727,000000,2.26923,2.28244,2.26524,2.27579,0,0
THBSEK,D,20200727,000000,0.27938,0.27998,0.27692,0.27779,0,0
THBSGD,D,20200727,000000,4.37235,4.38308,4.36886,4.38239,0,0
THBTRY,D,20200727,000000,21.6381,22.0387,21.634,22.0293,0,0
THBTWD,D,20200727,000000,0.9316,0.93258,0.92874,0.92932,0,0
THBUAH,D,20200727,000000,0.87979,0.87979,0.87979,0.87979,0,0
THBUSD,D,20200727,000000,3.1615,3.17873,3.16146,3.17772,0,0
THBXAG,D,20200727,000000,13.8845,13.8906,12.9049,13.0824,0,0
THBXAU,D,20200727,000000,0.16633,0.16638,0.16321,0.1642,0,0
THBXDR,D,20200727,000000,2.25235,2.25235,2.25235,2.25235,0,0
THBXPD,D,20200727,000000,0.14196,0.14326,0.13697,0.13837,0,0
THBXPT,D,20200727,000000,0.34538,0.3454,0.33514,0.3404,0,0
THBZAR,D,20200727,000000,0.52773,0.52877,0.52074,0.52187,0,0
TRYARS,D,20200727,000000,10.4895,10.5175,10.4666,10.4793,0,0
TRYAUD,D,20200727,000000,0.2058,0.20614,0.20207,0.20219,0,0
TRYBGN,D,20200727,000000,0.24405,0.24405,0.24405,0.24405,0,0
TRYBRL,D,20200727,000000,0.75738,0.76056,0.75208,0.75219,0,0
TRYBTC,D,20200727,000000,0.00148,0.00148,0.00133,0.00133,0,0
TRYCAD,D,20200727,000000,0.19604,0.19623,0.19284,0.19293,0,0
TRYCHF,D,20200727,000000,0.13465,0.13474,0.13271,0.13277,0,0
TRYCLP,D,20200727,000000,112.301,112.493,111.602,111.911,0,0
TRYCNY,D,20200727,000000,1.02452,1.02466,1.02196,1.023,0,0
TRYCZK,D,20200727,000000,3.29213,3.31007,3.21424,3.21554,0,0
TRYDKK,D,20200727,000000,0.93341,0.93396,0.91316,0.91362,0,0
TRYEGP,D,20200727,000000,2.33452,2.33889,2.33025,2.33424,0,0
TRYEUR,D,20200727,000000,0.12543,0.12549,0.12269,0.12275,0,0
TRYGBP,D,20200727,000000,0.1142,0.11428,0.11198,0.11206,0,0
TRYHKD,D,20200727,000000,1.13259,1.13314,1.11766,1.11814,0,0
TRYHRK,D,20200727,000000,0.93785,0.93785,0.93785,0.93785,0,0
TRYHUF,D,20200727,000000,43.4062,43.4462,42.4446,42.4647,0,0
TRYIDR,D,20200727,000000,21.188,21.188,21.188,21.188,0,0
TRYILS,D,20200727,000000,0.49884,0.49922,0.49701,0.49716,0,0
TRYINR,D,20200727,000000,10.9133,10.9373,10.9076,10.92,0,0
TRYISK,D,20200727,000000,19.6865,19.7366,19.5818,19.5885,0,0
TRYJPY,D,20200727,000000,15.4931,15.4962,15.1813,15.188,0,0
TRYKRW,D,20200727,000000,1.75523,1.75523,1.74532,1.74741,0,0
TRYMXN,D,20200727,000000,3.25832,3.26143,3.16991,3.17088,0,0
TRYMYR,D,20200727,000000,0.62236,0.6224,0.62075,0.62099,0,0
TRYNAD,D,20200727,000000,2.43569,2.43689,2.36769,2.368,0,0
TRYNOK,D,20200727,000000,1.34048,1.34301,1.31263,1.3133,0,0
TRYNZD,D,20200727,000000,0.21995,0.22017,0.21577,0.21593,0,0
TRYPHP,D,20200727,000000,7.20336,7.20336,7.17999,7.19147,0,0
TRYPLN,D,20200727,000000,0.55276,0.5532,0.53894,0.53921,0,0
TRYRON,D,20200727,000000,0.60301,0.60333,0.59832,0.59836,0,0
TRYRUB,D,20200727,000000,10.4483,10.492,10.4277,10.4522,0,0
TRYSEK,D,20200727,000000,1.29115,1.29313,1.26032,1.26098,0,0
TRYSGD,D,20200727,000000,0.20207,0.20217,0.19883,0.19893,0,0
TRYTHB,D,20200727,000000,4.62147,4.62235,4.53748,4.5394,0,0
TRYTWD,D,20200727,000000,4.3005,4.3005,4.28337,4.28564,0,0
TRYUAH,D,20200727,000000,4.05088,4.05088,4.05088,4.05088,0,0
TRYUSD,D,20200727,000000,0.14611,0.14618,0.14419,0.14425,0,0
TRYXAG,D,20200727,000000,0.64167,0.64195,0.59239,0.59386,0,0
TRYXAU,D,20200727,000000,0.76867,0.76891,0.74477,0.74538,0,0
TRYXDR,D,20200727,000000,0.10371,0.10371,0.10371,0.10371,0,0
TRYXPD,D,20200727,000000,0.65602,0.66064,0.62754,0.6281,0,0
TRYXPT,D,20200727,000000,1.59616,1.59616,1.54135,1.54521,0,0
TRYZAR,D,20200727,000000,2.43887,2.44325,2.36797,2.36898,0,0
TWDARS,D,20200727,000000,2.44695,2.44695,2.44695,2.44695,0,0
TWDAUD,D,20200727,000000,4.77532,4.78602,4.76243,4.77871,0,0
TWDBGN,D,20200727,000000,5.6926,5.6926,5.6926,5.6926,0,0
TWDBRL,D,20200727,000000,17.813,17.813,17.813,17.813,0,0
TWDBTC,D,20200727,000000,0.03381,0.0339,0.03299,0.03351,0,0
TWDCAD,D,20200727,000000,4.55215,4.56875,4.5502,4.56166,0,0
TWDCHF,D,20200727,000000,3.12392,3.13205,3.11956,3.13065,0,0
TWDCLP,D,20200727,000000,26.3531,26.3531,26.3531,26.3531,0,0
TWDCNY,D,20200727,000000,0.23802,0.23872,0.23793,0.23863,0,0
TWDCZK,D,20200727,000000,0.76245,0.76469,0.76155,0.76377,0,0
TWDDKK,D,20200727,000000,0.21632,0.217,0.21605,0.21677,0,0
TWDEGP,D,20200727,000000,0.54447,0.54576,0.54422,0.54559,0,0
TWDEUR,D,20200727,000000,2.90669,2.91556,2.90251,2.91258,0,0
TWDGBP,D,20200727,000000,2.65057,2.66148,2.64675,2.65542,0,0
TWDHKD,D,20200727,000000,0.2633,0.26426,0.2633,0.26411,0,0
TWDHRK,D,20200727,000000,0.21876,0.21876,0.21876,0.21876,0,0
TWDHUF,D,20200727,000000,10.0508,10.0695,10.0314,10.0638,0,0
TWDIDR,D,20200727,000000,494.229,494.229,494.229,494.229,0,0
TWDILS,D,20200727,000000,0.11622,0.11624,0.11607,0.11617,0,0
TWDINR,D,20200727,000000,2.54302,2.55198,2.54183,2.55112,0,0
TWDISK,D,20200727,000000,4.59853,4.59853,4.59853,4.59853,0,0
TWDJPY,D,20200727,000000,3.59523,3.59928,3.58912,3.59712,0,0
TWDKRW,D,20200727,000000,40.6674,40.7357,40.6572,40.719,0,0
TWDMXN,D,20200727,000000,0.75588,0.75846,0.75581,0.75824,0,0
TWDMYR,D,20200727,000000,14.4553,14.4939,14.4553,14.49,0,0
TWDNAD,D,20200727,000000,0.56627,0.5675,0.56296,0.56396,0,0
TWDNOK,D,20200727,000000,0.30958,0.31156,0.30901,0.31045,0,0
TWDNZD,D,20200727,000000,5.10539,5.11632,5.09355,5.11239,0,0
TWDPHP,D,20200727,000000,1.67544,1.67905,1.67251,1.67804,0,0
TWDPLN,D,20200727,000000,12.7984,12.8465,12.7778,12.8369,0,0
TWDRON,D,20200727,000000,14.0493,14.0714,14.0381,14.0615,0,0
TWDRUB,D,20200727,000000,2.43591,2.43591,2.43591,2.43591,0,0
TWDSEK,D,20200727,000000,0.29926,0.29987,0.29866,0.29944,0,0
TWDSGD,D,20200727,000000,4.69067,4.7081,4.69067,4.70425,0,0
TWDTHB,D,20200727,000000,1.07342,1.07673,1.0723,1.07606,0,0
TWDTRY,D,20200727,000000,23.2531,23.3461,23.2531,23.3338,0,0
TWDUAH,D,20200727,000000,0.9449,0.9449,0.9449,0.9449,0,0
TWDUSD,D,20200727,000000,3.39682,3.40904,3.39682,3.4074,0,0
TWDXAG,D,20200727,000000,14.801,14.8177,13.9587,14.1975,0,0
TWDXAU,D,20200727,000000,0.17744,0.17756,0.17503,0.17623,0,0
TWDXDR,D,20200727,000000,2.41903,2.41903,2.41903,2.41903,0,0
TWDXPD,D,20200727,000000,0.15328,0.15339,0.151,0.15167,0,0
TWDXPT,D,20200727,000000,0.36693,0.36819,0.36017,0.36208,0,0
TWDZAR,D,20200727,000000,0.56473,0.56531,0.5629,0.56415,0,0
UAHARS,D,20200727,000000,2.58963,2.58963,2.58963,2.58963,0,0
UAHAUD,D,20200727,000000,5.05763,5.05763,5.05763,5.05763,0,0
UAHBGN,D,20200727,000000,0.06025,0.06025,0.06025,0.06025,0,0
UAHBRL,D,20200727,000000,0.18852,0.18852,0.18852,0.18852,0,0
UAHBTC,D,20200727,000000,0.03557,0.03557,0.03557,0.03557,0,0
UAHCAD,D,20200727,000000,4.82476,4.82476,4.82476,4.82476,0,0
UAHCHF,D,20200727,000000,3.31597,3.31597,3.31597,3.31597,0,0
UAHCLP,D,20200727,000000,27.8898,27.8898,27.8898,27.8898,0,0
UAHCNY,D,20200727,000000,0.25223,0.25223,0.25223,0.25223,0,0
UAHCZK,D,20200727,000000,0.80714,0.80714,0.80714,0.80714,0,0
UAHDKK,D,20200727,000000,0.22929,0.22929,0.22929,0.22929,0,0
UAHEGP,D,20200727,000000,0.57582,0.57582,0.57582,0.57582,0,0
UAHEUR,D,20200727,000000,3.08021,3.08021,3.08021,3.08021,0,0
UAHGBP,D,20200727,000000,2.80594,2.80594,2.80594,2.80594,0,0
UAHHKD,D,20200727,000000,0.27924,0.27924,0.27924,0.27924,0,0
UAHHRK,D,20200727,000000,0.23152,0.23152,0.23152,0.23152,0,0
UAHHUF,D,20200727,000000,10.6512,10.6512,10.6512,10.6512,0,0
UAHIDR,D,20200727,000000,523.047,523.047,523.047,523.047,0,0
UAHILS,D,20200727,000000,0.12292,0.12292,0.12292,0.12292,0,0
UAHINR,D,20200727,000000,2.69566,2.69566,2.69566,2.69566,0,0
UAHISK,D,20200727,000000,4.86667,4.86667,4.86667,4.86667,0,0
UAHJPY,D,20200727,000000,3.80141,3.80141,3.80141,3.80141,0,0
UAHKRW,D,20200727,000000,43.1435,43.1435,43.1435,43.1435,0,0
UAHMXN,D,20200727,000000,0.80189,0.80189,0.80189,0.80189,0,0
UAHMYR,D,20200727,000000,0.15319,0.15319,0.15319,0.15319,0,0
UAHNAD,D,20200727,000000,0.59524,0.59524,0.59524,0.59524,0,0
UAHNOK,D,20200727,000000,0.32817,0.32817,0.32817,0.32817,0,0
UAHNZD,D,20200727,000000,0.05408,0.05408,0.05408,0.05408,0,0
UAHPHP,D,20200727,000000,1.77255,1.77255,1.77255,1.77255,0,0
UAHPLN,D,20200727,000000,0.1356,0.1356,0.1356,0.1356,0,0
UAHRON,D,20200727,000000,0.1487,0.1487,0.1487,0.1487,0,0
UAHRUB,D,20200727,000000,2.57795,2.57795,2.57795,2.57795,0,0
UAHSEK,D,20200727,000000,0.31623,0.31623,0.31623,0.31623,0,0
UAHSGD,D,20200727,000000,0.04973,0.04973,0.04973,0.04973,0,0
UAHTHB,D,20200727,000000,1.13663,1.13663,1.13663,1.13663,0,0
UAHTRY,D,20200727,000000,0.24686,0.24686,0.24686,0.24686,0,0
UAHTWD,D,20200727,000000,1.05831,1.05831,1.05831,1.05831,0,0
UAHUSD,D,20200727,000000,3.60226,3.60226,3.60226,3.60226,0,0
UAHXAG,D,20200727,000000,0.14957,0.14957,0.14957,0.14957,0,0
UAHXAU,D,20200727,000000,0.18591,0.18591,0.18591,0.18591,0,0
UAHXDR,D,20200727,000000,2.56008,2.56008,2.56008,2.56008,0,0
UAHXPD,D,20200727,000000,0.15922,0.15922,0.15922,0.15922,0,0
UAHXPT,D,20200727,000000,0.38298,0.38298,0.38298,0.38298,0,0
UAHZAR,D,20200727,000000,0.59552,0.59552,0.59552,0.59552,0,0
USDARS,D,20200727,000000,71.9263,72.0858,71.7278,72.0769,0,0
